Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-01-02 05:30:44,32.3182,-86.9023,365747,4872,202137,158738,1,7459.37589546387,3275341,,1.33206834232407,84000001,USA,66800.2736996463,
Alaska,US,2021-01-02 05:30:44,61.3707,-152.4044,47019,206,7165,39648,2,6427.35580176202,1275750,,0.43812075969289,84000002,USA,174391.185778045,
American Samoa,US,2021-01-02 05:30:44,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.08472169803,
Arizona,US,2021-01-02 05:30:44,33.7298,-111.4312,530267,9015,76934,444318,4,7285.17127400337,5155330,,1.70008693733534,84000004,USA,39551.8605820229,
Arkansas,US,2021-01-02 05:30:44,34.9697,-92.3731,229442,3711,199247,26484,5,7602.94571814472,2051488,,1.61740221929725,84000005,USA,67979.4976744679,
California,US,2021-01-02 05:30:44,36.1162,-119.6816,2437356,26168,,,6,6168.71645009697,33058311,,1.07360434102446,84000006,USA,83666.0367097037,
Colorado,US,2021-01-02 05:30:44,39.0598,-105.3111,337161,4873,18102,314186,8,5854.77438104473,4444206,,1.44530357900232,84000008,USA,77173.2894162886,
Connecticut,US,2021-01-02 05:30:44,41.5978,-72.7554,185708,5995,9800,169913,9,5208.78122855187,4320693,,3.22818618476318,84000009,USA,121187.803394229,
Delaware,US,2021-01-02 05:30:44,39.3185,-75.5071,58064,1065,18851,38148,10,5962.84109907534,984606,,1.83418297051529,84000010,USA,101113.411463147,
Diamond Princess,US,2021-01-02 05:30:44,,,49,0,,,88888,,,,0,84088888,USA,,
District of Columbia,US,2021-01-02 05:30:44,38.8974,-77.0268,29252,788,20941,7523,11,4144.81635822368,904302,,2.69383290031451,84000011,USA,128133.65658329,
Florida,US,2021-01-02 05:30:44,27.7663,-81.6868,1323315,21673,,,12,6161.33347754468,17392558,,1.63778087605748,84000012,USA,80979.4719061883,
Georgia,US,2021-01-02 05:30:44,33.0406,-83.6431,677589,10958,,,13,6381.85932688186,5401054,,1.61720452958947,84000013,USA,50869.7261096219,
Grand Princess,US,2021-01-02 05:30:44,,,103,3,,,99999,,,,2.9126213592233,84099999,USA,,
Guam,US,2021-01-02 05:30:44,13.4443,144.7937,7326,122,7047,157,66,4460.84430886141,96201,,1.66530166530167,316,GUM,58577.3523555523,
Hawaii,US,2021-01-02 05:30:44,21.0943,-157.4983,22397,289,11958,10150,15,1581.85203182209,816811,,1.29035138634639,84000015,USA,57689.6075351444,
Idaho,US,2021-01-02 05:30:44,44.2405,-114.4788,141077,1436,58649,80992,16,7894.34072067888,545485,,1.01788385066311,84000016,USA,30524.0715922476,
Illinois,US,2021-01-02 05:30:44,40.3495,-88.9861,963389,17978,,,17,7602.60896993416,13374665,,1.86612053905536,84000017,USA,105546.511428784,
Indiana,US,2021-01-02 05:30:44,39.8494,-86.2583,517773,9468,345474,162831,18,7690.97083740146,5730043,,1.82860056433997,84000018,USA,85113.7344165423,
Iowa,US,2021-01-02 05:30:44,42.0115,-93.2105,282980,3898,241229,37853,19,8969.05615406314,1174406,,1.37748250759771,84000019,USA,37222.8191450586,
Kansas,US,2021-01-02 05:30:44,38.5266,-96.7265,230108,2892,4612,222604,20,7898.49635157762,1012506,,1.25680115424062,84000020,USA,34754.4411621954,
Kentucky,US,2021-01-02 05:30:44,37.6681,-84.6701,265261,2623,36740,225898,21,5937.34143031507,3148606,,0.98883740919321,84000021,USA,70475.3011243213,
Louisiana,US,2021-01-02 05:30:44,31.1695,-91.8678,315275,7488,263712,44075,22,6781.86643675758,4214182,,2.37506938387122,84000022,USA,90651.0806888841,
Maine,US,2021-01-02 05:30:44,44.6939,-69.3819,24902,352,11374,13176,23,1852.535165584,1111413,,1.41354108103767,84000023,USA,82681.3776398366,
Maryland,US,2021-01-02 05:30:44,39.0639,-76.8021,280219,5942,9358,264919,24,4635.02864855566,5761534,,2.12048433546619,84000024,USA,95300.0158791071,
Massachusetts,US,2021-01-02 05:30:44,42.2302,-71.5301,375178,12423,261672,101083,25,5443.27655715203,10944699,,3.31122827031436,84000025,USA,158791.356347614,
Michigan,US,2021-01-02 05:30:44,43.3266,-84.5361,528621,13018,318389,197214,26,5293.16680913725,8113075,,2.46263390973874,84000026,USA,81237.5204731579,
Minnesota,US,2021-01-02 05:30:44,45.6945,-93.9002,415302,5382,397080,12840,27,7363.9911256621,5351379,,1.29592441163298,84000027,USA,94888.7977087867,
Mississippi,US,2021-01-02 05:30:44,32.7416,-89.6787,218386,4816,167263,46307,28,7337.87186058225,1346044,,2.20526956856209,84000028,USA,45227.7086933484,
Missouri,US,2021-01-02 05:30:44,38.4561,-92.2884,445019,5747,397080,42192,29,7250.90379878998,3665980,,1.29140553549399,84000029,USA,59731.5357508064,
Montana,US,2021-01-02 05:30:44,46.9219,-110.4544,81555,961,74991,5603,30,7630.67727816254,791589,,1.17834590153884,84000030,USA,74064.8666046644,
Nebraska,US,2021-01-02 05:30:44,41.1254,-98.2681,167716,1668,107694,58354,31,8670.14611188539,1755820,,0.994538386319731,84000031,USA,90767.8214730295,
Nevada,US,2021-01-02 05:30:44,38.3135,-117.0554,227046,3143,,,32,7371.250027596,2095778,,1.38430097865631,84000032,USA,68041.2940123812,
New Hampshire,US,2021-01-02 05:30:44,43.4525,-71.5639,45932,759,37350,7823,33,3378.07078121748,1032929,,1.65244274144387,84000033,USA,75966.8047107069,
New Jersey,US,2021-01-02 05:30:44,40.2989,-74.521,535043,19160,56109,459774,34,6023.77341624081,7792714,,3.5810205908684,84000034,USA,87734.1511496602,
New Mexico,US,2021-01-02 05:30:44,34.8405,-106.2485,144142,2502,66638,75002,35,6874.28493215231,1983507,,1.73578831985126,84000035,USA,94595.5535716074,
New York,US,2021-01-02 05:30:44,42.1657,-74.9481,995816,37973,102968,854875,36,5118.93940651791,25504313,,3.81325465748693,84000036,USA,131103.57018954,
North Carolina,US,2021-01-02 05:30:44,35.6301,-79.8064,539545,6748,403488,129309,37,5144.36192540029,6944103,,1.25068344623711,84000037,USA,66209.452555872,
North Dakota,US,2021-01-02 05:30:44,47.5289,-99.784,92770,1316,89314,2140,38,12173.5501835809,1277930,,1.41856203514067,84000038,USA,167693.70471169,
Northern Mariana Islands,US,2021-01-02 05:30:44,15.0979,145.6739,122,2,29,91,69,221.238938053097,17551,,1.63934426229508,580,MNP,31827.5787030321,
Ohio,US,2021-01-02 05:30:44,40.3888,-82.7649,700380,13766,556106,130508,39,5991.73589070159,7752314,,1.96550444044661,84000039,USA,66320.8801361953,
Oklahoma,US,2021-01-02 05:30:44,35.5653,-96.9289,291209,2489,255843,32877,40,7359.3918176302,2685254,,0.854712594734366,84000040,USA,67861.3515236781,
Oregon,US,2021-01-02 05:30:44,44.572,-122.0709,113909,1477,5870,106562,41,2700.71367655214,2652670,,1.2966490795284,84000041,USA,62893.2055270397,
Pennsylvania,US,2021-01-02 05:30:44,40.5908,-77.2098,657071,16245,429017,211809,42,5132.56963429667,7607664,,2.47233556191036,84000042,USA,30645.581713904,
Puerto Rico,US,2021-01-02 05:30:44,18.2208,-66.5901,77054,1521,66930,8603,72,2412.69201119456,1386353,,1.97394035351831,630,PRI,43409.0742569576,
Rhode Island,US,2021-01-02 05:30:44,41.6809,-71.5118,87949,1944,5381,80624,44,8302.08021628133,1974498,,2.21037192009005,84000044,USA,186385.755186381,
South Carolina,US,2021-01-02 05:30:44,33.8569,-80.945,307507,5296,151084,151127,45,5972.50109444805,3173021,,1.72223721736416,84000045,USA,61627.4471644764,
South Dakota,US,2021-01-02 05:30:44,44.2998,-99.4388,99164,1488,91980,5696,46,11209.2908114878,372640,,1.50054455245855,84000046,USA,42122.4449194548,
Tennessee,US,2021-01-02 05:30:44,35.7478,-86.6923,586802,6907,508914,70981,47,8592.57649607405,5644058,,1.17705801957049,84000047,USA,82646.2761089408,
Texas,US,2021-01-02 05:30:44,31.0545,-97.5635,1782956,28359,1435164,319433,48,6148.99750761151,13848790,,1.59056084390192,84000048,USA,47761.2320177476,
Utah,US,2021-01-02 05:30:44,40.15,-111.8624,276612,1269,224439,50904,49,8628.06062961523,2245303,,0.458765346405796,84000049,USA,70035.321735344,
Vermont,US,2021-01-02 05:30:44,44.0459,-72.7107,7412,136,4959,2317,50,1187.84145233329,697705,,1.8348623853211,84000050,USA,111813.669792256,
Virgin Islands,US,2021-01-02 05:30:44,18.3358,-64.8963,2036,23,1901,112,78,1898.04974456501,36212,,1.12966601178782,850,VIR,33758.4368124697,
Virginia,US,2021-01-02 05:30:44,37.7693,-78.17,354766,5081,30964,318721,51,4156.34948501667,4291320,,1.4322116550064,84000051,USA,50276.0289093141,
Washington,US,2021-01-02 05:30:44,47.4009,-121.4905,246752,3461,,,53,3240.38696275837,3836820,,1.40262287641032,84000053,USA,50385.737527763,
West Virginia,US,2021-01-02 05:30:44,38.4912,-80.9545,87820,1361,60316,26143,54,4900.26766777502,1535487,,1.54976087451606,84000054,USA,85678.6301570128,
Wisconsin,US,2021-01-02 05:30:44,44.2685,-89.6165,522523,5254,450358,66911,55,8974.3052475992,5380828,,1.0055059777273,84000055,USA,92415.4400032701,
Wyoming,US,2021-01-02 05:30:44,42.756,-107.3025,44409,438,42570,1401,56,7673.14201593409,501784,,0.986286563534419,84000056,USA,86699.990842475,
Alabama,US,2021-01-03 05:30:33,32.3182,-86.9023,369458,4872,202137,162449,1,7535.06139376752,3283837,,1.31868845714533,84000001,USA,66973.5488259162,
Alaska,US,2021-01-03 05:30:33,61.3707,-152.4044,47821,215,7165,40441,2,6536.98678823586,1290349,,0.44959327492106,84000002,USA,176386.825144044,
American Samoa,US,2021-01-03 05:30:33,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.08472169803,
Arizona,US,2021-01-03 05:30:33,33.7298,-111.4312,539150,9061,77867,452222,4,7407.21201277643,5218721,,1.68060836501901,84000004,USA,39916.1418145533,
Arkansas,US,2021-01-03 05:30:33,34.9697,-92.3731,231442,3729,203701,24012,5,7669.21907453234,2079788,,1.61120280675072,84000005,USA,68917.2656673528,
California,US,2021-01-03 05:30:33,36.1162,-119.6816,2483741,26444,,,6,6286.11050307142,33391442,,1.06466670585422,84000006,USA,84509.1454358313,
Colorado,US,2021-01-03 05:30:33,39.0598,-105.3111,339172,4912,18217,316043,8,5889.69523867738,4474747,,1.44823275506233,84000008,USA,77703.631491355,
Connecticut,US,2021-01-03 05:30:33,41.5978,-72.7554,190120,6099,9800,174221,9,5332.53003194413,4383361,,3.20797391121397,84000009,USA,122945.530051297,
Delaware,US,2021-01-03 05:30:33,39.3185,-75.5071,58873,1072,18851,38950,10,6045.92077751899,991318,,1.8208686494658,84000010,USA,101802.695519654,
Diamond Princess,US,2021-01-03 05:30:33,,,49,0,,,88888,,,,0,84088888,USA,,
District of Columbia,US,2021-01-03 05:30:33,38.8974,-77.0268,29509,792,21002,7715,11,4181.23157099762,911378,,2.68392693754448,84000011,USA,129136.27932877,
Florida,US,2021-01-03 05:30:33,27.7663,-81.6868,1354833,21890,,,12,6308.08078150878,17451529,,1.61569728520046,84000012,USA,81254.0399391239,
Georgia,US,2021-01-03 05:30:33,33.0406,-83.6431,685122,10960,,,13,6452.80874652917,5436988,,1.59971508723994,84000013,USA,51208.1698167248,
Grand Princess,US,2021-01-03 05:30:33,,,103,3,,,99999,,,,2.9126213592233,84099999,USA,,
Guam,US,2021-01-03 05:30:33,13.4443,144.7937,7326,122,7047,157,66,4460.84430886141,96201,,1.66530166530167,316,GUM,58577.3523555523,
Hawaii,US,2021-01-03 05:30:33,21.0943,-157.4983,22448,289,11958,10201,15,1585.45405234371,822805,,1.28741981468282,84000015,USA,58112.9508882159,
Idaho,US,2021-01-03 05:30:33,44.2405,-114.4788,142199,1448,58649,82102,16,7957.12523047567,545485,,1.01829126787108,84000016,USA,30524.0715922476,
Illinois,US,2021-01-03 05:30:33,40.3495,-88.9861,975352,18217,,,17,7697.01529085678,13436652,,1.86773595583953,84000017,USA,106035.683427031,
Indiana,US,2021-01-03 05:30:33,39.8494,-86.2583,523090,9562,347401,166127,18,7769.94925447315,5769273,,1.8279837121719,84000018,USA,85696.4546162268,
Iowa,US,2021-01-03 05:30:33,42.0115,-93.2105,283895,3946,243214,36735,19,8998.05709540517,1175920,,1.38995050987161,84000019,USA,37270.8054020988,
Kansas,US,2021-01-03 05:30:33,38.5266,-96.7265,230119,2893,4612,222614,20,7898.87392845399,1012506,,1.25717563521482,84000020,USA,34754.4411621954,
Kentucky,US,2021-01-03 05:30:33,37.6681,-84.6701,273970,2698,37273,233999,21,6132.27512398513,3210804,,0.984779355403876,84000021,USA,71867.4800058106,
Louisiana,US,2021-01-03 05:30:33,31.1695,-91.8678,315275,7488,263712,44075,22,6781.86643675758,4214182,,2.37506938387122,84000022,USA,90651.0806888841,
Maine,US,2021-01-03 05:30:33,44.6939,-69.3819,25245,358,11438,13449,23,1878.05197394459,1112457,,1.41810259457318,84000023,USA,82759.0439603277,
Maryland,US,2021-01-03 05:30:33,39.0639,-76.8021,283171,5967,9374,267830,24,4683.85690278017,5807666,,2.10720730583287,84000024,USA,96063.0731365207,
Massachusetts,US,2021-01-03 05:30:33,42.2302,-71.5301,384181,12502,261672,110007,25,5573.89673968949,11046093,,3.25419528815845,84000025,USA,160262.432965209,
Michigan,US,2021-01-03 05:30:33,43.3266,-84.5361,538121,13306,363611,161204,26,5388.29183195474,8122575,,2.47267807797874,84000026,USA,81332.6454959754,
Minnesota,US,2021-01-03 05:30:33,45.6945,-93.9002,417832,5436,398199,14197,27,7408.8522087966,5387936,,1.30100135939804,84000027,USA,95537.0137626001,
Mississippi,US,2021-01-03 05:30:33,32.7416,-89.6787,220277,4840,167263,48174,28,7401.41034605458,1347935,,2.19723348329603,84000028,USA,45291.2471788207,
Missouri,US,2021-01-03 05:30:33,38.4561,-92.2884,448387,5751,,,29,7305.7802063014,3679665,,1.28259739912174,84000029,USA,59954.5118899969,
Montana,US,2021-01-03 05:30:33,46.9219,-110.4544,81944,971,75974,4999,30,7667.07398543009,792779,,1.18495557942009,84000030,USA,74176.208716871,
Nebraska,US,2021-01-03 05:30:33,41.1254,-98.2681,168262,1669,109705,56888,31,8698.37180160545,1766104,,0.991905480738372,84000031,USA,91299.456991493,
Nevada,US,2021-01-03 05:30:33,38.3135,-117.0554,228871,3148,,,32,7430.50027336278,2111559,,1.3754473043767,84000032,USA,68553.6381923513,
New Hampshire,US,2021-01-03 05:30:33,43.4525,-71.5639,46614,769,37947,7898,33,3428.22849855594,1032929,,1.64971896855022,84000033,USA,75966.8047107069,
New Jersey,US,2021-01-03 05:30:33,40.2989,-74.521,541202,19187,56575,465440,34,6093.1144233573,7798225,,3.54525666941364,84000034,USA,87796.1966587069,
New Mexico,US,2021-01-03 05:30:33,34.8405,-106.2485,145379,2534,67573,75272,35,6933.27877475941,1995329,,1.74303028635498,84000035,USA,95159.3572961839,
New York,US,2021-01-03 05:30:33,42.1657,-74.9481,1011665,38093,103828,869744,36,5200.41035160606,25706759,,3.76537687870985,84000036,USA,132144.233130376,
North Carolina,US,2021-01-03 05:30:33,35.6301,-79.8064,558437,6892,403488,148057,37,5324.49015473179,7079384,,1.23415891139018,84000037,USA,67499.3068324014,
North Dakota,US,2021-01-03 05:30:33,47.5289,-99.784,92891,1317,89582,1992,38,12189.4281567641,1290077,,1.41779074399027,84000038,USA,169287.669507205,
Northern Mariana Islands,US,2021-01-03 05:30:33,15.0979,145.6739,122,2,29,91,69,221.238938053097,17551,,1.63934426229508,580,MNP,31827.5787030321,
Ohio,US,2021-01-03 05:30:33,40.3888,-82.7649,714673,13919,573641,127113,39,6114.01219939944,7819008,,1.94760400910626,84000039,USA,66891.4458769281,
Oklahoma,US,2021-01-03 05:30:33,35.5653,-96.9289,296343,2527,259841,33975,40,7489.1375246369,2690373,,0.852728088735013,84000040,USA,67990.7181528497,
Oregon,US,2021-01-03 05:30:33,44.572,-122.0709,116348,1492,5870,108986,41,2758.54089527156,2652670,,1.28235981710042,84000041,USA,62893.2055270397,
Pennsylvania,US,2021-01-03 05:30:33,40.5908,-77.2098,664966,16273,453531,195162,42,5194.23973884058,7675010,,2.44719278880424,84000042,USA,30829.584371616,
Puerto Rico,US,2021-01-03 05:30:33,18.2208,-66.5901,77932,1526,68340,8066,72,2440.18368697815,1386825,,1.95811733305959,630,PRI,43423.8533810691,
Rhode Island,US,2021-01-03 05:30:33,41.6809,-71.5118,87949,1957,5381,80611,44,8302.08021628133,1974498,,2.22515321379436,84000044,USA,186385.755186381,
South Carolina,US,2021-01-03 05:30:33,33.8569,-80.945,312718,5385,152535,154798,45,6073.71083342365,3204255,,1.72199873368338,84000045,USA,62234.0840839091,
South Dakota,US,2021-01-03 05:30:33,44.2998,-99.4388,99829,1501,92595,5733,46,11284.4610183133,373946,,1.50357110659227,84000046,USA,42270.0724233857,
Tennessee,US,2021-01-03 05:30:33,35.7478,-86.6923,604132,6970,523089,74073,47,8846.34071411857,5718900,,1.15372137215046,84000047,USA,83742.1919546932,
Texas,US,2021-01-03 05:30:33,31.0545,-97.5635,1801181,28442,1443061,329678,48,6211.8512625983,14005637,,1.57907506241738,84000048,USA,48302.160572393,
Utah,US,2021-01-03 05:30:33,40.15,-111.8624,281654,1294,230287,50073,49,8785.33031312325,2268187,,0.459428944733609,84000049,USA,70749.1177364145,
Vermont,US,2021-01-03 05:30:33,44.0459,-72.7107,7689,139,5188,2362,50,1232.23326052222,708246,,1.80777734425803,84000050,USA,113502.962391965,
Virgin Islands,US,2021-01-03 05:30:33,18.3358,-64.8963,2041,23,1901,117,78,1902.71096692397,36212,,1.12689857912788,850,VIR,33758.4368124697,
Virginia,US,2021-01-03 05:30:33,37.7693,-78.17,358755,5117,31182,322456,51,4203.08360862415,4337939,,1.42632158436816,84000051,USA,50822.2054218379,
Washington,US,2021-01-03 05:30:33,47.4009,-121.4905,246752,3461,,,53,3240.38696275837,3836820,,1.40262287641032,84000053,USA,50385.737527763,
West Virginia,US,2021-01-03 05:30:33,38.4912,-80.9545,89327,1373,61120,26834,54,4984.35675198519,1552160,,1.53704926841828,84000054,USA,86608.9667867647,
Wisconsin,US,2021-01-03 05:30:33,44.2685,-89.6165,523652,5256,452502,65894,55,8993.69576366173,5402674,,1.00372002780473,84000055,USA,92790.6439128378,
Wyoming,US,2021-01-03 05:30:33,42.756,-107.3025,44573,438,43037,1098,56,7701.47850832557,501784,,0.98265766271061,84000056,USA,86699.990842475,
Alabama,US,2021-01-04 05:30:45,32.3182,-86.9023,371934,4873,202137,164924,1,7585.55918244978,3290429,,1.31017868761662,84000001,USA,67107.9920500654,
Alaska,US,2021-01-04 05:30:45,61.3707,-152.4044,48118,215,7165,40738,2,6577.58579444874,1293837,,0.446818238497028,84000002,USA,176863.624247312,
American Samoa,US,2021-01-04 05:30:45,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.08472169803,
Arizona,US,2021-01-04 05:30:45,33.7298,-111.4312,556384,9061,78690,468633,4,7643.98450990745,5257472,,1.62855150399724,84000004,USA,40154.9751144329,
Arkansas,US,2021-01-04 05:30:45,34.9697,-92.3731,233475,3749,203701,26025,5,7736.58594130036,2079788,,1.60573937252383,84000005,USA,68917.2656673528,
California,US,2021-01-04 05:30:45,36.1162,-119.6816,2515141,26515,,,6,6365.58211366645,33812786,,1.05419764685114,84000006,USA,85575.509127897,
Colorado,US,2021-01-04 05:30:45,39.0598,-105.3111,341250,4934,18305,318011,8,5925.77954606705,4502496,,1.44586080586081,84000008,USA,78185.4907049047,
Connecticut,US,2021-01-04 05:30:45,41.5978,-72.7554,190120,6099,9800,174221,9,5332.53003194413,4383361,,3.20797391121397,84000009,USA,122945.530051297,
Delaware,US,2021-01-04 05:30:45,39.3185,-75.5071,59484,1080,18851,39553,10,6108.66698707284,996096,,1.81561428283236,84000010,USA,102293.368824479,
Diamond Princess,US,2021-01-04 05:30:45,,,49,0,,,88888,,,,0,84088888,USA,,
District of Columbia,US,2021-01-04 05:30:45,38.8974,-77.0268,29764,794,21072,7898,11,4217.36339690173,918000,,2.66765219728531,84000011,USA,130074.573254797,
Florida,US,2021-01-04 05:30:45,27.7663,-81.6868,1365436,21987,,,12,6357.44817994559,17513696,,1.61025489294262,84000012,USA,81543.4884969492,
Georgia,US,2021-01-04 05:30:45,33.0406,-83.6431,690900,10964,,,13,6507.22873149163,5462241,,1.58691561731075,84000013,USA,51446.014725042,
Grand Princess,US,2021-01-04 05:30:45,,,103,3,,,99999,,,,2.9126213592233,84099999,USA,,
Guam,US,2021-01-04 05:30:45,13.4443,144.7937,7326,122,7047,157,66,4460.84430886141,96202,,1.66530166530167,316,GUM,58577.9612614094,
Hawaii,US,2021-01-04 05:30:45,21.0943,-157.4983,22560,289,11958,10313,15,1593.36437192063,825956,,1.28102836879433,84000015,USA,58335.4992541699,
Idaho,US,2021-01-04 05:30:45,44.2405,-114.4788,142507,1448,60164,80895,16,7974.3601939493,548008,,1.01609043766271,84000016,USA,30665.25280278,
Illinois,US,2021-01-04 05:30:45,40.3495,-88.9861,979821,18322,,,17,7732.28251882662,13482117,,1.86993338579189,84000017,USA,106394.47163908,
Indiana,US,2021-01-04 05:30:45,39.8494,-86.2583,526071,9625,348425,168021,18,7814.22885975634,5792697,,1.82960094740064,84000018,USA,86044.3933864897,
Iowa,US,2021-01-04 05:30:45,42.0115,-93.2105,284715,3946,244021,36748,19,9024.04701005049,1178096,,1.38594735085963,84000019,USA,37339.7737609625,
Kansas,US,2021-01-04 05:30:45,38.5266,-96.7265,230119,2893,4612,222614,20,7898.87392845399,1012506,,1.25717563521482,84000020,USA,34754.4411621954,
Kentucky,US,2021-01-04 05:30:45,37.6681,-84.6701,276825,2723,37375,236727,21,6196.17863706677,3210804,,0.983653932990156,84000021,USA,71867.4800058106,
Louisiana,US,2021-01-04 05:30:45,31.1695,-91.8678,321058,7537,263712,49809,22,6906.26429134094,4256466,,2.34755090980446,84000022,USA,91560.6499233995,
Maine,US,2021-01-04 05:30:45,44.6939,-69.3819,25592,359,11465,13768,23,1903.86635441433,1112804,,1.40278211941232,84000023,USA,82784.8583407974,
Maryland,US,2021-01-04 05:30:45,39.0639,-76.8021,285319,5994,9378,269947,24,4719.38640483783,5834126,,2.10080646574536,84000024,USA,96500.7410249964,
Massachusetts,US,2021-01-04 05:30:45,42.2302,-71.5301,387662,12610,261672,113380,25,5624.40088890785,11090924,,3.25283365405946,84000025,USA,160912.864310687,
Michigan,US,2021-01-04 05:30:45,43.3266,-84.5361,538121,13306,363611,161204,26,5388.29183195474,8122575,,2.47267807797874,84000026,USA,81332.6454959754,
Minnesota,US,2021-01-04 05:30:45,45.6945,-93.9002,420544,5489,403419,11636,27,7456.94045285224,5476196,,1.30521419875209,84000027,USA,97102.009492818,
Mississippi,US,2021-01-04 05:30:45,32.7416,-89.6787,222061,4871,167263,49927,28,7461.35358142351,1349719,,2.19354141429607,84000028,USA,45351.1904141896,
Missouri,US,2021-01-04 05:30:45,38.4561,-92.2884,451605,5770,,,29,7358.21259328826,3691231,,1.27766521628414,84000029,USA,60142.9621659105,
Montana,US,2021-01-04 05:30:45,46.9219,-110.4544,82381,972,76501,4908,30,7707.96180310598,795796,,1.17988371104988,84000030,USA,74458.493718995,
Nebraska,US,2021-01-04 05:30:45,41.1254,-98.2681,169000,1672,105963,61365,31,8736.52300858971,1769798,,0.989349112426036,84000031,USA,91490.419808024,
Nevada,US,2021-01-04 05:30:45,38.3135,-117.0554,231614,3180,,,32,7519.55420439744,2122793,,1.37297399984457,84000032,USA,68918.3599791699,
New Hampshire,US,2021-01-04 05:30:45,43.4525,-71.5639,47376,780,39574,7022,33,3484.26981910126,1051054,,1.64640324214792,84000033,USA,77299.8085622607,
New Jersey,US,2021-01-04 05:30:45,40.2989,-74.521,545450,19208,56873,469369,34,6140.94046625888,7801895,,3.52149601246677,84000034,USA,87837.5152974661,
New Mexico,US,2021-01-04 05:30:45,34.8405,-106.2485,146394,2551,68876,74967,35,6981.68520179757,2006168,,1.74255775509925,84000035,USA,95676.2807076781,
New York,US,2021-01-04 05:30:45,42.1657,-74.9481,1023897,38239,104402,881256,36,5263.28829976167,25849104,,3.73465299732297,84000036,USA,132875.950063847,
North Carolina,US,2021-01-04 05:30:45,35.6301,-79.8064,564924,6910,403488,154526,37,5386.34129932598,7132661,,1.2231733826143,84000037,USA,68007.283313139,
North Dakota,US,2021-01-04 05:30:45,47.5289,-99.784,93041,1317,89879,1845,38,12209.1115945947,1291452,,1.4155049924227,84000038,USA,169468.101020652,
Northern Mariana Islands,US,2021-01-04 05:30:45,15.0979,145.6739,122,2,29,91,69,221.238938053097,17551,,1.63934426229508,580,MNP,31827.5787030321,
Ohio,US,2021-01-04 05:30:45,40.3888,-82.7649,721481,14053,579583,127845,39,6172.25449350249,7898946,,1.94779904113899,84000039,USA,67575.313753839,
Oklahoma,US,2021-01-04 05:30:45,35.5653,-96.9289,304375,2547,265293,36535,40,7692.12106937352,2698390,,0.836796714579056,84000040,USA,68193.3226197513,
Oregon,US,2021-01-04 05:30:45,44.572,-122.0709,117745,1500,5870,110375,41,2791.66292255776,2652670,,1.27393944541169,84000041,USA,62893.2055270397,
Pennsylvania,US,2021-01-04 05:30:45,40.5908,-77.2098,669818,16331,453531,199956,42,5232.14009947985,7715509,,2.43812498320439,84000042,USA,30926.3115286226,
Puerto Rico,US,2021-01-04 05:30:45,18.2208,-66.5901,78169,1545,68661,7963,72,2447.6045607375,1388451,,1.97648684261024,630,PRI,43474.7662111649,
Rhode Island,US,2021-01-04 05:30:45,41.6809,-71.5118,87949,1974,5381,80594,44,8302.08021628133,1974498,,2.24448259786922,84000044,USA,186385.755186381,
South Carolina,US,2021-01-04 05:30:45,33.8569,-80.945,321669,5469,154943,161257,45,6247.5600703399,3261427,,1.70019492086586,84000045,USA,63344.4972861184,
South Dakota,US,2021-01-04 05:30:45,44.2998,-99.4388,100532,1513,93031,5988,46,11363.9266655288,375955,,1.50499343492619,84000046,USA,42497.1655745321,
Tennessee,US,2021-01-04 05:30:45,35.7478,-86.6923,608297,7025,526966,74306,47,8907.32905619333,5735403,,1.15486349595674,84000047,USA,83983.8463626787,
Texas,US,2021-01-04 05:30:45,31.0545,-97.5635,1816886,28496,1451846,336544,48,6266.01412800666,14053710,,1.56839779711,84000048,USA,48467.9530861642,
Utah,US,2021-01-04 05:30:45,40.15,-111.8624,283473,1301,232355,49817,49,8842.06842385334,2274838,,0.458950235119394,84000049,USA,70956.5752265002,
Vermont,US,2021-01-04 05:30:45,44.0459,-72.7107,7793,140,5272,2381,50,1248.90022099749,711104,,1.79648402412421,84000050,USA,113960.983286564,
Virgin Islands,US,2021-01-04 05:30:45,18.3358,-64.8963,2042,23,1920,99,78,1903.64321139576,36407,,1.12634671890304,850,VIR,33940.2244844688,
Virginia,US,2021-01-04 05:30:45,37.7693,-78.17,363765,5124,31368,327273,51,4261.77951217729,4365480,,1.4086017071461,84000051,USA,51144.8688708912,
Washington,US,2021-01-04 05:30:45,47.4009,-121.4905,255396,3459,,,53,3353.90136145052,3836820,,1.35436733543204,84000053,USA,50385.737527763,
West Virginia,US,2021-01-04 05:30:45,38.4912,-80.9545,91058,1376,62264,27418,54,5080.94481088884,1560022,,1.51112477761427,84000054,USA,87047.6584789083,
Wisconsin,US,2021-01-04 05:30:45,44.2685,-89.6165,526245,5261,454850,66134,55,9038.23040329869,5411129,,0.999724462940266,84000055,USA,92935.8580964593,
Wyoming,US,2021-01-04 05:30:45,42.756,-107.3025,44875,438,43068,1369,56,7753.65912236354,501784,,0.976044568245125,84000056,USA,86699.990842475,
